posid,B CELLS/D90,B CELLS/M12,B CELLS/M6,BM_CD34/D0,NEUTROPHILS/D90,NEUTROPHILS/M12,NEUTROPHILS/M6,NK CELLS/D90,PBMC/D90,PBMC/M12,PBMC/M6,T CELLS/D90,T-CELLS/M12,T-CELLS/M6,WHOLE BLOOD/D90,WHOLE BLOOD/M12,WHOLE BLOOD/M6,patient
chr19+49563721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,p304G
chr19+49564274,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+4956879,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+49572761,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,p304G
chr19+49573129,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+49575734,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,p304G
chr19+49576324,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,p304G
chr19+49579250,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+49579751,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,p304G
chr19+49599255,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+49604007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+49607701,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+49612405,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+49613363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+49628154,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+49629561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr19+49655398,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr19+4966448,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+49673654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr19+49673726,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+49701776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr19+49721799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr19+4974426,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+49758285,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,p304G
chr19+49770798,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+49774827,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+49775318,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,p304G
chr19+49775336,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr19+49779619,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+49795347,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr19+49798225,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,p304G
chr19+49804366,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,p304G
chr19+49823387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr19+49824404,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,p304G
chr19+49865685,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+49865700,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+49883785,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+49885639,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+4994607,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+50011053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr19+50015995,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr19+50033127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr19+50394945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr19+50603313,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr19+51201013,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,p304G
chr19+51220822,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+51222003,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+51227214,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+51227793,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr19+51227982,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+51228049,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,p304G
chr19+51228463,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+51228881,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+51229063,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+51229205,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+51229320,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,p304G
chr19+51229973,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,p304G
chr19+51230102,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+51230216,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+51230268,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr19+51231059,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+51232757,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,p304G
chr19+51233186,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+51237638,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+51242891,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+51243763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr19+51244360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr19+51252940,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+51257463,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+5126416,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr19+51359561,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+51360209,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr19+51584082,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+51585262,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+51586174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr19+5186066,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+52005361,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,p304G
chr19+52029291,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,p304G
chr19+52069754,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+52226725,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,p304G
chr19+52286307,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,p304G
chr19+52381490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,p304G
chr19+52666810,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,p304G
chr19+52771842,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr19+52932864,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+52971744,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,p304G
chr19+53069919,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+53179602,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+53455649,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,p304G
chr19+53528621,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr19+53544310,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+53561664,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+53598341,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+53615496,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+53818841,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr19+53861018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr19+538638,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr19+54126130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr19+54155037,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+54171335,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+54177224,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr19+54204798,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,p304G
chr19+54205595,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+54213411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,p304G
chr19+54213437,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,p304G
chr19+54213948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr19+54260404,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+54260861,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr19+54264151,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr19+54272052,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr19+54284066,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+54319713,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,p304G
chr19+54343910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,p304G
chr19+54346890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr19+54347680,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,p304G
chr19+54347880,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,p304G
chr19+54359876,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+54363552,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+54363720,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+54366828,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,p304G
chr19+54367036,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+54368025,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+54371229,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+54376070,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+54381640,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,p304G
chr19+54382179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+54382748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr19+54383548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,p304G
chr19+54384924,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,p304G
chr19+54384938,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,p304G
chr19+54385628,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+54386118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+54386682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr19+54387076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+54565603,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+54580128,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+54581777,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+54590969,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+54616352,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+54618780,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+54619423,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+54619598,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+54619981,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+54621313,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+54622092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+54623500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+54968366,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+54977593,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,p304G
chr19+54997700,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,p304G
chr19+55045630,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+55057143,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+55107326,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+55233725,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+55246320,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+55268955,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+55295017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+55313790,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,p304G
chr19+55317976,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+55324932,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr19+55326713,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+55391651,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+55391914,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+55394962,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+55398712,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+55399585,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+55427835,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+55669960,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+55672150,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+5605436,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+56128277,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+5614752,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr19+5619370,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+56225435,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+5625315,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,p304G
chr19+56280110,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+5628487,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,p304G
chr19+56346198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr19+5636123,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+56415298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+5641840,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+56420130,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr19+5642854,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,p304G
chr19+56451195,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+56512509,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr19+56513359,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+56552833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,p304G
chr19+56575675,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,p304G
chr19+5664066,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+567982,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+57256995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,p304G
chr19+57301331,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+57370299,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+57395893,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,p304G
chr19+575367,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+57844479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+57844485,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+57884094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr19+58196111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+58391006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+58413946,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+58489599,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+58494849,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+58533072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr19+58566519,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr19+58567818,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,p304G
chr19+58568236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr19+5969547,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,p304G
chr19+6051487,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,p304G
chr19+6054800,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr19+6083299,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+6103184,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+6244421,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,p304G
chr19+6253224,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+6254692,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+6255677,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+6267359,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+626782,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,p304G
chr19+6549628,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+6606607,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+6748125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+6781190,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr19+6786219,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr19+6797566,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,p304G
chr19+6804672,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,p304G
chr19+6813453,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+6817279,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+6835438,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+6837506,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+6839830,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr19+6845745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr19+6846191,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+6846238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+6846755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr19+6846850,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,p304G
chr19+6848192,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+6848557,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+6850511,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+6851679,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+686881,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr19+6899965,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+690288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+691274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr19+691283,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,p304G
chr19+691463,0,0,0,0,0,0,0,0,5,0,1,19,0,0,0,0,0,p304G
chr19+691777,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,p304G
chr19+692074,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,p304G
chr19+692138,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+692767,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+694221,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+696370,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+6970106,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+698309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr19+7135132,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+7135339,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+7138278,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+7143842,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr19+714575,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,p304G
chr19+7161141,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,p304G
chr19+7163124,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+7180891,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+7182027,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+7247157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+7258655,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+7406095,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,p304G
chr19+7412964,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+7459674,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+7537170,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+774528,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+7856819,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr19+7936951,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+7994616,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,p304G
chr19+7994812,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+804348,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+8174424,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+8174443,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+819923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,p304G
chr19+8220023,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+8375860,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+8378047,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+8457142,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr19+8457219,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+8457778,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+8458972,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+8461476,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,p304G
chr19+8462490,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+8473709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,p304G
chr19+8495182,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+8533446,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+8537180,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+8540984,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,p304G
chr19+8687646,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+8687675,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+8811740,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p304G
chr19+8814847,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,p304G
chr19+895063,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,p304G
chr19+9147431,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,p304G
chr19+9166825,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,p304G
chr19+9326882,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+9332411,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p304G
chr19+9352267,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,p304G
