seqnames,start,end,width,strand,refGenome,reads,patient,GTSP,cellType,timePoint,timePointDays,timePointMonths,dataSource,posid,estAbund,relAbund,inFeature,nearestFeature,nearestFeatureStrand,inFeatureExon,inFeatureSameOrt,nearestFeatureDist,nearestOncoFeature,nearestOncoFeatureDist,nearestOncoFeatureStrand,nearestlymphomaFeature,nearestlymphomaFeatureDist,nearestlymphomaFeatureStrand,readsPerSample,readsRelAbund,totalSampleFrags,include,labeledNearestFeature,posidLabel
chr19,49603618,49603618,1,-,hg38,35,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-49603618,2,0.040233353450010056,TRUE,PRR12,+,FALSE,FALSE,0,RRAS,31672,-,JUND,-31321961,-,377459,0.009272530261564832,4971,yes,PRR12 *~,"PRR12 *~
chr19-49603618"
chr19,49603634,49603634,1,-,hg38,87,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-49603634,1,0.020116676725005028,TRUE,PRR12,+,FALSE,FALSE,0,RRAS,31656,-,JUND,-31321977,-,377459,0.023048860935889728,4971,yes,PRR12 *~,"PRR12 *~
chr19-49603634"
chr19,49603812,49603812,1,-,hg38,108,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-49603812,1,0.020116676725005028,TRUE,PRR12,+,FALSE,FALSE,0,RRAS,31478,-,JUND,-31322155,-,377459,0.028612379092828624,4971,yes,PRR12 *~,"PRR12 *~
chr19-49603812"
chr19,49610409,49610409,1,-,hg38,51,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-49610409,1,0.020116676725005028,TRUE,PRR12,+,FALSE,FALSE,-0,RRAS,24881,-,JUND,-31328752,-,377459,0.013511401238280185,4971,yes,PRR12 *~,"PRR12 *~
chr19-49610409"
chr19,49613015,49613015,1,-,hg38,47,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-49613015,1,0.020116676725005028,TRUE,PRR12,+,FALSE,FALSE,-0,RRAS,22275,-,JUND,-31331358,-,377459,0.012451683494101346,4971,yes,PRR12 *~,"PRR12 *~
chr19-49613015"
chr19,49613693,49613693,1,-,hg38,1,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-49613693,1,0.020116676725005028,TRUE,PRR12,+,FALSE,FALSE,-0,RRAS,21597,-,JUND,-31332036,-,377459,2.649294360447095e-4,4971,yes,PRR12 *~,"PRR12 *~
chr19-49613693"
chr19,49785708,49785708,1,-,hg38,111,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-49785708,1,0.020116676725005028,TRUE,AP2A1,+,FALSE,FALSE,0,BCL2L12,111791,+,JUND,-31504051,-,377459,0.029407167400962754,4971,yes,AP2A1 *,"AP2A1 *
chr19-49785708"
chr19,49845209,49845209,1,-,hg38,21,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-49845209,1,0.020116676725005028,TRUE,PTOV1-AS1,-,FALSE,TRUE,0,ATF5,-83491,+,JUND,-31563552,-,377459,0.005563518156938899,4971,yes,PTOV1-AS1 *,"PTOV1-AS1 *
chr19-49845209"
chr19,51229209,51229209,1,-,hg38,1,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-51229209,1,0.020116676725005028,TRUE,CD33,+,FALSE,FALSE,0,KLK11,-201174,-,JUND,-32947552,-,377459,2.649294360447095e-4,4971,yes,CD33 *,"CD33 *
chr19-51229209"
chr19,51886533,51886533,1,-,hg38,3,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-51886533,1,0.020116676725005028,TRUE,ZNF577,-,FALSE,TRUE,0,MIR125A,193193,+,JUND,-33604876,-,377459,7.947883081341285e-4,4971,yes,ZNF577 *,"ZNF577 *
chr19-51886533"
chr19,52158526,52158526,1,-,hg38,53,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-52158526,1,0.020116676725005028,TRUE,ZNF836,-,FALSE,TRUE,-0,PPP2R1A,-31274,+,JUND,-33876869,-,377459,0.014041260110369602,4971,yes,ZNF836 *~,"ZNF836 *~
chr19-52158526"
chr19,52405831,52405831,1,-,hg38,1,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-52405831,1,0.020116676725005028,TRUE,ZNF528,+,FALSE,FALSE,0,PPP2R1A,179405,+,JUND,-34124174,-,377459,2.649294360447095e-4,4971,yes,ZNF528 *,"ZNF528 *
chr19-52405831"
chr19,52590379,52590379,1,-,hg38,11,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-52590379,1,0.020116676725005028,FALSE,ZNF701,+,FALSE,FALSE,3204,PPP2R1A,363953,+,JUND,-34308722,-,377459,0.0029142237964918044,4971,yes,ZNF701 ,"ZNF701 
chr19-52590379"
chr19,53411646,53411646,1,-,hg38,2,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-53411646,1,0.020116676725005028,TRUE,"ZNF765,ZNF765-ZNF761","+,+",TRUE,FALSE,-0,ZNF331,-109275,+,JUND,-35129989,-,377459,5.29858872089419e-4,4971,yes,"ZNF765,ZNF765-ZNF761 *","ZNF765,ZNF765-ZNF761 *
chr19-53411646"
chr19,53437939,53437939,1,-,hg38,2,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-53437939,1,0.020116676725005028,TRUE,"ZNF765-ZNF761,TPM3P9,ZNF761","+,+,+",FALSE,FALSE,0,ZNF331,-82982,+,JUND,-35156282,-,377459,5.29858872089419e-4,4971,yes,"ZNF765-ZNF761,TPM3P9,ZNF761 *","ZNF765-ZNF761,TPM3P9,ZNF761 *
chr19-53437939"
chr19,53475433,53475433,1,-,hg38,7,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-53475433,1,0.020116676725005028,TRUE,ZNF813,+,FALSE,FALSE,0,ZNF331,-45488,+,JUND,-35193776,-,377459,0.0018545060523129666,4971,yes,ZNF813 *~,"ZNF813 *~
chr19-53475433"
chr19,54368226,54368226,1,-,hg38,93,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-54368226,1,0.020116676725005028,TRUE,LAIR1,-,FALSE,TRUE,0,TFPT,-252550,-,JUND,-36086569,-,377459,0.02463843755215798,4971,yes,LAIR1 *,"LAIR1 *
chr19-54368226"
chr19,54565007,54565007,1,-,hg38,100,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-54565007,1,0.020116676725005028,FALSE,LILRA2,+,FALSE,FALSE,-7988,NLRP2,-400270,+,JUND,-36283350,-,377459,0.026492943604470947,4971,yes,LILRA2 ,"LILRA2 
chr19-54565007"
chr19,54874423,54874423,1,-,hg38,107,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-54874423,1,0.020116676725005028,TRUE,FCAR,+,FALSE,FALSE,0,NLRP2,-90854,+,JUND,-36592766,-,377459,0.02834744965678392,4971,yes,FCAR *,"FCAR *
chr19-54874423"
chr19,55232761,55232761,1,-,hg38,34,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-55232761,1,0.020116676725005028,TRUE,PPP6R1,-,FALSE,TRUE,-0,PTPRH,-23254,-,JUND,-36951104,-,377459,0.009007600825520124,4971,yes,PPP6R1 *~,"PPP6R1 *~
chr19-55232761"
chr19,55257961,55257961,1,-,hg38,13,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-55257961,1,0.020116676725005028,TRUE,PPP6R1,-,FALSE,TRUE,0,PTPRH,-48454,-,JUND,-36976304,-,377459,0.0034440826685812236,4971,yes,PPP6R1 *~,"PPP6R1 *~
chr19-55257961"
chr19,55664471,55664471,1,-,hg38,77,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-55664471,1,0.020116676725005028,TRUE,U2AF2,+,FALSE,FALSE,-0,NLRP8,-283359,+,JUND,-37382814,-,377459,0.020399566575442632,4971,yes,U2AF2 *,"U2AF2 *
chr19-55664471"
chr19,5612250,5612250,1,-,hg38,66,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-5612250,1,0.020116676725005028,TRUE,SAFB2,-,FALSE,TRUE,0,RFX2,380912,-,TCF3,-3959920,-,377459,0.017485342778950825,4971,yes,SAFB2 *,"SAFB2 *
chr19-5612250"
chr19,5619979,5619979,1,-,hg38,55,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-5619979,1,0.020116676725005028,TRUE,SAFB2,-,FALSE,TRUE,0,RFX2,373183,-,TCF3,-3967649,-,377459,0.014571118982459021,4971,yes,SAFB2 *,"SAFB2 *
chr19-5619979"
chr19,5632926,5632926,1,-,hg38,56,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-5632926,1,0.020116676725005028,TRUE,SAFB,+,FALSE,FALSE,0,RFX2,360236,-,TCF3,-3980596,-,377459,0.014836048418503733,4971,yes,SAFB *,"SAFB *
chr19-5632926"
chr19,5636202,5636202,1,-,hg38,113,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-5636202,1,0.020116676725005028,TRUE,SAFB,+,FALSE,FALSE,0,RFX2,356960,-,TCF3,-3983872,-,377459,0.029937026273052173,4971,yes,SAFB *,"SAFB *
chr19-5636202"
chr19,56410206,56410206,1,-,hg38,42,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-56410206,1,0.020116676725005028,TRUE,ZNF583,+,FALSE,FALSE,0,PEG3,399869,-,JUND,-38128549,-,377459,0.011127036313877799,4971,yes,ZNF583 *,"ZNF583 *
chr19-56410206"
chr19,57402302,57402302,1,-,hg38,162,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-57402302,1,0.020116676725005028,TRUE,ZNF548,+,TRUE,FALSE,-0,PEG3,-561575,-,JUND,-39120645,-,377459,0.04291856863924294,4971,yes,ZNF548 *,"ZNF548 *
chr19-57402302"
chr19,58436123,58436123,1,-,hg38,2,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-58436123,1,0.020116676725005028,TRUE,ZNF132,-,FALSE,TRUE,-0,ZSCAN22,93776,+,JUND,-40154466,-,377459,5.29858872089419e-4,4971,yes,ZNF132 *,"ZNF132 *
chr19-58436123"
chr19,58601223,58601223,1,-,hg38,1,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-58601223,1,0.020116676725005028,FALSE,CENPBD1P1,+,FALSE,FALSE,16827,ZSCAN22,258876,+,JUND,-40319566,-,377459,2.649294360447095e-4,4971,yes,CENPBD1P1 ,"CENPBD1P1 
chr19-58601223"
chr19,6147997,6147997,1,-,hg38,12,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-6147997,1,0.020116676725005028,TRUE,ACSBG2,+,FALSE,FALSE,0,RFX2,-37343,-,TCF3,-4495667,-,377459,0.003179153232536514,4971,yes,ACSBG2 *~,"ACSBG2 *~
chr19-6147997"
chr19,6258307,6258307,1,-,hg38,96,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-6258307,2,0.040233353450010056,TRUE,MLLT1,-,FALSE,TRUE,0,MLLT1,0,-,TCF3,-4605977,-,377459,0.025433225860292112,4971,yes,MLLT1 *~,"MLLT1 *~
chr19-6258307"
chr19,6479637,6479637,1,-,hg38,177,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-6479637,1,0.020116676725005028,TRUE,DENND1C,-,FALSE,TRUE,0,MLLT1,-199688,-,TCF3,-4827307,-,377459,0.04689251017991358,4971,yes,DENND1C *,"DENND1C *
chr19-6479637"
chr19,669882,669882,1,-,hg38,1,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-669882,1,0.020116676725005028,FALSE,FSTL3,+,FALSE,FALSE,-6505,FSTL3,-6505,+,TCF3,939400,-,377459,2.649294360447095e-4,4971,yes,FSTL3 ~,"FSTL3 ~
chr19-669882"
chr19,6782019,6782019,1,-,hg38,1,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-6782019,1,0.020116676725005028,TRUE,VAV1,+,FALSE,FALSE,0,VAV1,0,+,TCF3,-5129689,-,377459,2.649294360447095e-4,4971,yes,VAV1 *~,"VAV1 *~
chr19-6782019"
chr19,6783830,6783830,1,-,hg38,164,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-6783830,1,0.020116676725005028,TRUE,VAV1,+,FALSE,FALSE,0,VAV1,0,+,TCF3,-5131500,-,377459,0.043448427511332356,4971,yes,VAV1 *~,"VAV1 *~
chr19-6783830"
chr19,6823755,6823755,1,-,hg38,129,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-6823755,1,0.020116676725005028,TRUE,VAV1,+,FALSE,FALSE,-0,VAV1,-0,+,TCF3,-5171425,-,377459,0.03417589724976752,4971,yes,VAV1 *~,"VAV1 *~
chr19-6823755"
chr19,6839786,6839786,1,-,hg38,134,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-6839786,1,0.020116676725005028,TRUE,VAV1,+,FALSE,FALSE,-0,VAV1,-0,+,TCF3,-5187456,-,377459,0.03550054442999107,4971,yes,VAV1 *~,"VAV1 *~
chr19-6839786"
chr19,6845971,6845971,1,-,hg38,15,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-6845971,1,0.020116676725005028,TRUE,VAV1,+,FALSE,FALSE,-0,VAV1,-0,+,TCF3,-5193641,-,377459,0.003973941540670642,4971,yes,VAV1 *~,"VAV1 *~
chr19-6845971"
chr19,6846242,6846242,1,-,hg38,12,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-6846242,1,0.020116676725005028,TRUE,VAV1,+,FALSE,FALSE,-0,VAV1,-0,+,TCF3,-5193912,-,377459,0.003179153232536514,4971,yes,VAV1 *~,"VAV1 *~
chr19-6846242"
chr19,7165678,7165678,1,-,hg38,59,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-7165678,1,0.020116676725005028,TRUE,INSR,-,FALSE,TRUE,-0,VAV1,308311,+,TCF3,-5513348,-,377459,0.01563083672663786,4971,yes,INSR *,"INSR *
chr19-7165678"
chr19,7997276,7997276,1,-,hg38,46,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-7997276,1,0.020116676725005028,TRUE,ELAVL1,-,FALSE,TRUE,0,ELAVL1,0,-,LYL1,5101750,-,377459,0.012186754058056637,4971,yes,ELAVL1 *~,"ELAVL1 *~
chr19-7997276"
chr19,809684,809684,1,-,hg38,100,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-809684,1,0.020116676725005028,TRUE,PTBP1,+,FALSE,FALSE,-0,PTBP1,-0,+,TCF3,799598,-,377459,0.026492943604470947,4971,yes,PTBP1 *~,"PTBP1 *~
chr19-809684"
chr19,8459897,8459897,1,-,hg38,2,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-8459897,1,0.020116676725005028,TRUE,HNRNPM,+,FALSE,FALSE,0,ACTL9,237498,-,LYL1,4639129,-,377459,5.29858872089419e-4,4971,yes,HNRNPM *,"HNRNPM *
chr19-8459897"
chr19,8460680,8460680,1,-,hg38,8,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-8460680,1,0.020116676725005028,TRUE,HNRNPM,+,FALSE,FALSE,0,ACTL9,236715,-,LYL1,4638346,-,377459,0.002119435488357676,4971,yes,HNRNPM *,"HNRNPM *
chr19-8460680"
chr19,8460957,8460957,1,-,hg38,23,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-8460957,1,0.020116676725005028,TRUE,HNRNPM,+,FALSE,FALSE,0,ACTL9,236438,-,LYL1,4638069,-,377459,0.0060933770290283185,4971,yes,HNRNPM *,"HNRNPM *
chr19-8460957"
chr19,8461002,8461002,1,-,hg38,383,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-8461002,1,0.020116676725005028,TRUE,HNRNPM,+,FALSE,FALSE,0,ACTL9,236393,-,LYL1,4638024,-,377459,0.10146797400512374,4971,yes,HNRNPM *,"HNRNPM *
chr19-8461002"
chr19,8461928,8461928,1,-,hg38,52,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-8461928,1,0.020116676725005028,TRUE,HNRNPM,+,FALSE,FALSE,0,ACTL9,235467,-,LYL1,4637098,-,377459,0.013776330674324894,4971,yes,HNRNPM *,"HNRNPM *
chr19-8461928"
chr19,8463934,8463934,1,-,hg38,235,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-8463934,1,0.020116676725005028,TRUE,HNRNPM,+,FALSE,FALSE,0,ACTL9,233461,-,LYL1,4635092,-,377459,0.06225841747050673,4971,yes,HNRNPM *,"HNRNPM *
chr19-8463934"
chr19,9346584,9346584,1,-,hg38,21,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-9346584,1,0.020116676725005028,TRUE,ZNF559-ZNF177,+,FALSE,FALSE,0,MUC16,-365241,-,LYL1,3752442,-,377459,0.005563518156938899,4971,yes,ZNF559-ZNF177 *,"ZNF559-ZNF177 *
chr19-9346584"
chr19,9424204,9424204,1,-,hg38,1,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-9424204,1,0.020116676725005028,TRUE,ZNF266,-,FALSE,TRUE,0,MUC16,-442861,-,LYL1,3674822,-,377459,2.649294360447095e-4,4971,yes,ZNF266 *,"ZNF266 *
chr19-9424204"
chr19,9632110,9632110,1,-,hg38,5,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-9632110,1,0.020116676725005028,TRUE,ZNF561-AS1,+,FALSE,FALSE,-0,DNMT1,501232,-,LYL1,3466916,-,377459,0.0013246471802235474,4971,yes,ZNF561-AS1 *,"ZNF561-AS1 *
chr19-9632110"
chr19,9634941,9634941,1,-,hg38,2,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-9634941,1,0.020116676725005028,FALSE,ZNF561-AS1,+,FALSE,FALSE,78,DNMT1,498401,-,LYL1,3464085,-,377459,5.29858872089419e-4,4971,yes,ZNF561-AS1 ,"ZNF561-AS1 
chr19-9634941"
chr19,9645611,9645611,1,-,hg38,73,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19-9645611,3,0.06035003017501509,FALSE,ZNF562,-,FALSE,TRUE,3041,DNMT1,487731,-,LYL1,3453415,-,377459,0.01933984883126379,4971,yes,ZNF562 ,"ZNF562 
chr19-9645611"
chr19,10169721,10169721,1,+,hg38,32,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19+10169721,1,0.020116676725005028,TRUE,DNMT1,-,FALSE,FALSE,0,DNMT1,0,-,LYL1,2929305,-,377459,0.008477741953430705,4971,yes,DNMT1 *~,"DNMT1 *~
chr19+10169721"
chr19,10181492,10181492,1,+,hg38,59,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19+10181492,1,0.020116676725005028,TRUE,DNMT1,-,FALSE,FALSE,0,DNMT1,0,-,LYL1,2917534,-,377459,0.01563083672663786,4971,yes,DNMT1 *~,"DNMT1 *~
chr19+10181492"
chr19,10187754,10187754,1,+,hg38,157,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19+10187754,1,0.020116676725005028,TRUE,DNMT1,-,FALSE,FALSE,0,DNMT1,0,-,LYL1,2911272,-,377459,0.04159392145901939,4971,yes,DNMT1 *~,"DNMT1 *~
chr19+10187754"
chr19,10241642,10241642,1,+,hg38,1,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19+10241642,1,0.020116676725005028,FALSE,MRPL4,+,FALSE,TRUE,-10320,ICAM1,-29197,+,LYL1,2857384,-,377459,2.649294360447095e-4,4971,yes,MRPL4 ~,"MRPL4 ~
chr19+10241642"
chr19,10311121,10311121,1,+,hg38,71,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19+10311121,1,0.020116676725005028,TRUE,FDX1L,-,FALSE,FALSE,-0,ICAM5,14342,+,LYL1,2787905,-,377459,0.018809989959174375,4971,yes,FDX1L *~,"FDX1L *~
chr19+10311121"
chr19,10325045,10325045,1,+,hg38,93,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19+10325045,1,0.020116676725005028,TRUE,RAVER1,-,FALSE,FALSE,0,ICAM5,28266,+,LYL1,2773981,-,377459,0.02463843755215798,4971,yes,RAVER1 *~,"RAVER1 *~
chr19+10325045"
chr19,10557569,10557569,1,+,hg38,56,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19+10557569,1,0.020116676725005028,TRUE,KRI1,-,TRUE,FALSE,-0,CDKN2D,8891,-,LYL1,2541457,-,377459,0.014836048418503733,4971,yes,KRI1 *~,"KRI1 *~
chr19+10557569"
chr19,10658742,10658742,1,+,hg38,81,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19+10658742,1,0.020116676725005028,TRUE,ILF3,+,FALSE,TRUE,0,CDKN2D,-89762,-,LYL1,2440284,-,377459,0.02145928431962147,4971,yes,ILF3 *,"ILF3 *
chr19+10658742"
chr19,10661983,10661983,1,+,hg38,65,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19+10661983,1,0.020116676725005028,TRUE,ILF3,+,FALSE,TRUE,0,CDKN2D,-93003,-,LYL1,2437043,-,377459,0.017220413342906117,4971,yes,ILF3 *,"ILF3 *
chr19+10661983"
chr19,10666943,10666943,1,+,hg38,12,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19+10666943,1,0.020116676725005028,TRUE,ILF3,+,FALSE,TRUE,0,CDKN2D,-97963,-,LYL1,2432083,-,377459,0.003179153232536514,4971,yes,ILF3 *,"ILF3 *
chr19+10666943"
chr19,10668564,10668564,1,+,hg38,25,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19+10668564,1,0.020116676725005028,TRUE,ILF3,+,FALSE,TRUE,0,CDKN2D,-99584,-,LYL1,2430462,-,377459,0.006623235901117737,4971,yes,ILF3 *,"ILF3 *
chr19+10668564"
chr19,1071101,1071101,1,+,hg38,89,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19+1071101,1,0.020116676725005028,TRUE,ARHGAP45,+,FALSE,TRUE,0,STK11,-134696,+,TCF3,538181,-,377459,0.023578719807979143,4971,yes,ARHGAP45 *,"ARHGAP45 *
chr19+1071101"
chr19,10735231,10735231,1,+,hg38,1,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19+10735231,1,0.020116676725005028,TRUE,DNM2,+,FALSE,TRUE,0,CDKN2D,-166251,-,LYL1,2363795,-,377459,2.649294360447095e-4,4971,yes,DNM2 *,"DNM2 *
chr19+10735231"
chr19,10740447,10740447,1,+,hg38,6,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19+10740447,1,0.020116676725005028,TRUE,DNM2,+,FALSE,TRUE,0,CDKN2D,-171467,-,LYL1,2358579,-,377459,0.001589576616268257,4971,yes,DNM2 *,"DNM2 *
chr19+10740447"
chr19,10774417,10774417,1,+,hg38,32,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19+10774417,1,0.020116676725005028,TRUE,DNM2,+,FALSE,TRUE,0,SMARCA4,-186503,+,LYL1,2324609,-,377459,0.008477741953430705,4971,yes,DNM2 *,"DNM2 *
chr19+10774417"
chr19,10779808,10779808,1,+,hg38,1,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19+10779808,1,0.020116676725005028,TRUE,DNM2,+,FALSE,TRUE,-0,SMARCA4,-181112,+,LYL1,2319218,-,377459,2.649294360447095e-4,4971,yes,DNM2 *,"DNM2 *
chr19+10779808"
chr19,1151694,1151694,1,+,hg38,301,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19+1151694,1,0.020116676725005028,TRUE,SBNO2,-,FALSE,FALSE,0,STK11,-54103,+,TCF3,457588,-,377459,0.07974376024945756,4971,yes,SBNO2 *,"SBNO2 *
chr19+1151694"
chr19,11523435,11523435,1,+,hg38,216,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19+11523435,1,0.020116676725005028,TRUE,ECSIT,-,FALSE,FALSE,0,EPOR,-139092,-,LYL1,1575591,-,377459,0.05722475818565725,4971,yes,ECSIT *,"ECSIT *
chr19+11523435"
chr19,1152497,1152497,1,+,hg38,167,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19+1152497,1,0.020116676725005028,TRUE,SBNO2,-,FALSE,FALSE,0,STK11,-53300,+,TCF3,456785,-,377459,0.04424321581946649,4971,yes,SBNO2 *,"SBNO2 *
chr19+1152497"
chr19,12112863,12112863,1,+,hg38,37,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19+12112863,1,0.020116676725005028,TRUE,ZNF788P,+,TRUE,TRUE,-0,ZNF442,236506,-,LYL1,986163,-,377459,0.009802389133654252,4971,yes,ZNF788P *,"ZNF788P *
chr19+12112863"
chr19,12168300,12168300,1,+,hg38,10,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19+12168300,1,0.020116676725005028,TRUE,ZNF136,+,FALSE,TRUE,0,ZNF442,181069,-,LYL1,930726,-,377459,0.002649294360447095,4971,yes,ZNF136 *,"ZNF136 *
chr19+12168300"
chr19,12190139,12190139,1,+,hg38,5,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19+12190139,1,0.020116676725005028,FALSE,ZNF136,+,FALSE,TRUE,257,ZNF442,159230,-,LYL1,908887,-,377459,0.0013246471802235474,4971,yes,ZNF136 ,"ZNF136 
chr19+12190139"
chr19,12328835,12328835,1,+,hg38,170,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19+12328835,1,0.020116676725005028,TRUE,ZNF563,-,FALSE,FALSE,0,ZNF442,20534,-,LYL1,770191,-,377459,0.04503800412760061,4971,yes,ZNF563 *~,"ZNF563 *~
chr19+12328835"
chr19,12343667,12343667,1,+,hg38,17,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19+12343667,2,0.040233353450010056,FALSE,ZNF442,-,FALSE,FALSE,5702,ZNF442,5702,-,LYL1,755359,-,377459,0.004503800412760062,4971,yes,ZNF442 ~,"ZNF442 ~
chr19+12343667"
chr19,12394521,12394521,1,+,hg38,136,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19+12394521,1,0.020116676725005028,TRUE,ZNF799,-,FALSE,FALSE,-0,ZNF442,-28859,-,LYL1,704505,-,377459,0.036030403302080495,4971,yes,ZNF799 *~,"ZNF799 *~
chr19+12394521"
chr19,12421949,12421949,1,+,hg38,18,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19+12421949,1,0.020116676725005028,FALSE,ZNF443,-,FALSE,FALSE,7755,ZNF442,-56287,-,LYL1,677077,-,377459,0.004768729848804771,4971,yes,ZNF443 ,"ZNF443 
chr19+12421949"
chr19,12532816,12532816,1,+,hg38,113,p304002,GTSP5833,WHOLE BLOOD,UNS,0,0,Illumina,chr19+12532816,1,0.020116676725005028,TRUE,ZNF564,-,FALSE,FALSE,-0,ZNF442,-167154,-,LYL1,566210,-,377459,0.029937026273052173,4971,yes,ZNF564 *,"ZNF564 *
chr19+12532816"
